
****Results:****
Run Information:
Filename: dj38.tsp
Number of cities: 15
Number of threads: 1
Cutoffs tested: 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14

Cutoff		Type		Time(s)		Speedup		Efficiency(%)
------		----		------		-------		------------
0		Sequential	7.646		N/A		N/A
0		Parallel	38.996		0.196		19.607
1		Parallel	38.898		0.197		19.657
2		Parallel	37.095		0.206		20.612
3		Parallel	31.466		0.243		24.300
4		Parallel	22.795		0.335		33.543
5		Parallel	14.746		0.519		51.851
6		Parallel	10.179		0.751		75.120
7		Parallel	8.774		0.871		87.143
8		Parallel	8.254		0.926		92.639
9		Parallel	8.078		0.946		94.648
10		Parallel	7.963		0.960		96.021
11		Parallel	8.135		0.940		93.991
12		Parallel	9.359		0.817		81.700
13		Parallel	10.609		0.721		72.070
14		Parallel	6.246		1.224		122.422

Sequential run time (cutoff 0): 7.646 seconds
